"Age","Benefit","NetSinglePremium","Die","SurviveYears"
70,2716,1542.18868666094,77,7
67,7246,3798.89489647692,69,2
11,6023,401.436103230128,69,58
72,8007,4778.96563764242,89,17
38,6717,1292.14952765503,38,0
9,1347,83.4212428720919,80,71
37,6987,1292.33838776053,72,35
98,1676,1571.48734615093,99,1
77,4719,3152.05405012244,91,14
75,6011,3846.38278112144,86,11
48,3751,1056.72930725092,91,43
56,3705,1384.70001185894,76,20
9,9407,582.58621506887,82,73
45,7876,1984.06063644855,70,25
99,6073,5783.80952380952,99,0
19,1881,170.351033166154,74,55
3,4290,218.369684906956,69,66
55,6706,2422.77898253804,77,22
20,6268,590.360508141172,83,63
28,9685,1252.91111998861,65,37
89,5003,4084.20954683947,90,1
75,9935,6357.31374653827,80,5
79,8165,5676.89125842562,86,7
23,3745,397.064897956318,88,65
60,8981,3825.3326981375,76,16
0,5260,339.965230822939,70,70
0,2431,157.120812952579,56,56
89,1510,1232.69166814463,96,7
79,7247,5038.63208203435,79,0
20,5493,517.366029230928,83,63
28,5300,685.640571599343,68,40
4,2827,148.094711979783,48,44
3,3253,165.584285548328,86,83
5,7419,400.784104126351,77,72
90,6494,5371.40967206185,96,6
99,1012,963.809523809524,99,0
67,5166,2708.40339983436,75,8
4,6690,350.461133054385,75,71
33,7980,1259.92785400026,88,55
31,9843,1435.17042944755,88,57
51,3494,1097.59354236461,72,21
34,4657,765.070938165859,90,56
40,2095,435.734210095072,62,22
48,5644,1590.02404961988,83,35
25,9787,1123.38586032143,88,63
88,4967,4000.5679559796,89,1
19,2346,212.463330041359,79,60
21,1343,131.569266015051,85,64
30,1001,140.247828246744,56,26
93,3267,2810.12375634149,96,3
4,7135,373.772822771754,80,76
22,6747,687.607662369614,88,66
88,2389,1924.17089728916,97,9
33,2785,439.711663332172,66,33
35,6197,1059.2101624118,78,43
96,5395,4874.92872984757,97,1
67,2308,1210.02614146684,89,22
34,6038,991.947246005037,48,14
43,6645,1551.54555833086,61,18
1,3892,188.500376525344,79,78
71,6920,4029.85712595107,90,19
40,3802,790.769196554399,61,21
71,6462,3763.14114853986,78,7
89,7478,6104.68098965932,90,1
11,4071,271.334281296672,89,78
96,1900,1716.84237010387,99,3
58,3311,1322.36880887758,78,20
85,2488,1918.84780160719,93,8
45,6368,1604.17701027227,77,32
63,2941,1374.1186581858,94,31
25,1143,131.197510815102,42,17
67,9836,5156.76651970011,77,10
43,2797,653.073427637536,89,46
1,9176,444.419181653792,78,77
53,5975,2014.58505743282,85,32
21,2468,241.78179339177,69,48
50,1546,468.50719421294,77,27
67,5361,2810.6369776446,74,7
57,7095,2741.81257878436,62,5
78,5467,3726.93713479073,84,6
50,2383,722.155655762896,90,40
96,6496,5869.79370326039,96,0
9,3251,201.338129604433,69,60
87,3252,2583.04779741629,87,0
5,1252,67.6346810036652,74,69
68,2211,1191.18596060179,87,19
91,4832,4048.68121949622,92,1
59,1411,582.112554919656,75,16
60,6320,2691.91656299176,92,32
41,6265,1354.54371121887,69,28
76,2421,1583.33514328336,78,2
21,8652,847.607810545215,72,51
50,7124,2158.89084836545,85,35
23,7508,796.038252030984,72,49
95,2035,1803.9346369605,95,0
68,4576,2465.34009756391,73,5
6,3893,217.217811834014,80,74
41,2067,446.902131059761,82,41
50,3658,1108.53772084795,63,13
3,1497,76.2003306073924,83,80
52,7342,2389.91878363877,82,30
21,3537,346.508186072403,79,58
82,6380,4686.08314872013,84,2
3,8921,454.096960152671,80,77
19,8403,761.009958370648,64,45
25,2784,319.557191696625,75,50
49,3932,1149.08076255719,86,37
14,8209,612.726544677371,76,62
66,5678,2894.99278356726,86,20
35,6461,1104.33384853036,65,30
9,1046,64.7799703371998,57,48
5,3119,168.492468091399,83,78
55,4730,1708.87930023932,83,28
6,6200,345.941544662443,39,33
83,3894,2908.95255154639,86,3
96,3844,3473.44319509436,97,1
40,4276,889.35536151147,76,36
37,7678,1420.14800933525,57,20
35,3919,669.847446585744,67,32
17,6294,527.251136103272,74,57
37,5462,1010.26939658623,67,30
20,5308,499.94154071687,84,64
89,5210,4253.19443114804,89,0
51,5391,1693.51081479325,61,10
61,6001,2637.564069818,65,4
5,9082,490.621543830101,80,75
85,4471,3448.21885891709,97,12
77,2863,1912.33963668162,84,7
12,1284,88.8423267045344,74,62
6,3575,199.474358414231,85,79
96,4405,3980.36349489871,96,0
18,3010,262.145930657413,68,50
52,6123,1993.11804851814,84,32
40,6092,1267.06100615713,64,24
60,5559,2367.77914140367,65,5
86,5882,4605.06230550062,87,1
23,3658,387.840693384302,84,61
2,1737,86.1220105146444,86,84
49,4852,1417.93994403039,74,25
96,4985,4504.4522184041,96,0
17,6088,509.994425897159,78,61
18,9159,797.672617571842,62,44
95,4908,4350.71803351457,98,3
14,8373,624.96764022215,74,60
19,2695,244.070193717589,74,55
23,6490,688.104456004407,81,58
30,2632,368.763520425004,71,41
19,7394,669.630802355417,89,70
88,5103,4110.10635783448,91,3
72,2925,1745.78175222981,74,2
28,7991,1033.76486936799,49,21
83,9152,6836.86023414293,89,6
13,2556,183.656775394364,87,74
81,5648,4076.05162515576,90,9
42,3074,690.752794286788,78,36
60,4071,1733.98612783852,78,18
94,8450,7372.09461490016,96,2
72,8692,5187.80683431846,85,13
14,2932,218.846903276167,34,20
31,3296,480.577236153522,62,31
27,9463,1176.33296695573,79,52
17,1618,135.54056851209,58,41
23,3678,389.961200182466,80,57
45,5120,1289.79056102293,61,16
77,4199,2804.72027049462,86,9
93,3533,3038.92477231542,99,6
22,4635,472.367202472678,48,26
20,7860,740.305295786472,79,59
43,9039,2110.52224255119,77,34
84,6985,5303.6021851496,87,3
56,4794,1791.70090603287,73,17
74,3599,2251.69693677694,84,10
11,8135,542.202008928623,52,41
22,6420,654.282079800344,75,53
8,1884,112.586427668045,76,68
28,5124,662.872129976422,88,60
60,1057,450.214526437071,63,3
99,3349,3189.52380952381,99,0
72,8569,5114.39447345547,87,15
99,5851,5572.38095238095,99,0
77,2674,1786.09716677843,79,2
65,7125,3530.68234699751,83,18
1,7372,357.046448033103,88,87
67,6971,3654.71933802658,80,13
52,3943,1283.49901442218,85,33
69,4793,2651.86011604762,83,14
73,6549,4003.33950145084,91,18
41,4007,866.345834134718,90,49
89,7898,6447.54887086511,90,1
16,3463,279.093119452417,77,61
8,5136,306.923509821168,34,26
96,5249,4743.0029477238,97,1
14,8850,660.571314459098,83,69
10,5779,371.198319996013,64,54
27,3582,445.27366454987,68,41
74,9208,5760.94064846958,77,3
52,2138,695.947474723466,71,19
78,5837,3979.17176802149,85,7
98,2331,2185.64260374571,98,0
59,1073,442.669575782276,69,10
42,9209,2069.33717715909,72,30
59,7660,3160.15745619034,70,11
9,8600,532.607786711203,75,66
0,1043,67.4113566061454,75,75
11,1730,115.305405709467,50,39
51,7971,2503.9834362302,72,21
25,2118,243.111397993338,77,52
66,9027,4602.51846728808,88,22
28,5668,733.247313174543,76,48
65,4984,2469.74327262254,83,18
18,3134,272.945297900443,66,48
47,5046,1369.94820337847,63,16
71,5366,3124.88632049905,82,11
3,8275,421.214252355493,55,52
98,9471,8880.40373233619,98,0
21,4259,417.240136975505,69,48
9,2681,166.037380950318,72,63
90,2333,1929.70415228215,91,1
53,5364,1808.5747695514,84,31
82,8367,6145.52628610366,93,11
10,9599,616.565612327692,69,59
24,4418,487.360204673683,73,49
79,7616,5295.18724117202,92,13
99,8994,8565.71428571428,99,0
28,5839,755.368924069541,77,49
0,9671,625.057746632821,79,79
70,6318,3587.46248980995,72,2
64,3924,1888.68299255449,78,14
2,1602,79.4285900083249,61,59
89,9908,8088.41658806426,90,1
54,7269,2537.56146773702,84,30
90,6533,5403.6679069264,90,0
28,1138,147.218673675482,76,48
37,5125,947.936773618538,87,50
95,8912,7900.08131920983,95,0
39,7772,1554.74712301972,74,35
92,1221,1036.38218934536,92,0
31,7286,1062.34397530781,48,17
97,2528,2328.79826442925,97,0
92,8167,6932.13213790628,93,1
29,9546,1285.19285119243,57,28
52,1661,540.677621850177,93,41
1,3991,193.295221663065,77,76
55,8159,2947.72647159675,58,3
20,7156,673.998053008651,76,56
23,4546,481.991195222809,72,49
7,2657,153.336991552971,64,57
71,7120,4146.3269850826,91,20
89,6527,5328.33014435763,90,1
62,5110,2316.31531754679,75,13
9,5760,356.723354820527,71,62
78,8812,6007.2745622418,84,6
39,4003,800.778787113734,77,38
87,9818,7798.38969096961,94,7
72,4504,2688.20547420276,83,11
41,8665,1873.44313770335,56,15
87,5222,4147.80922451042,91,4
9,3824,236.824671672516,78,69
14,3474,259.302231235131,65,51
71,7180,4181.26794282206,77,6
59,6436,2655.19234830823,78,19
9,6823,422.556154503551,84,75
42,3675,825.802380938173,76,34
1,3323,160.942125178242,89,88
13,5317,382.043456483504,58,45
44,7415,1798.57957474793,63,19
49,1129,329.936973786131,72,23
24,7131,786.637759060216,90,66
37,3339,617.592368217034,68,31
77,3944,2634.39312856175,84,7
13,9568,687.491403354178,77,64
95,3762,3334.84132886753,97,2
43,7374,1721.76026292427,75,32
31,5332,777.438659942529,63,32
90,1673,1383.79556226663,95,5
76,5515,3606.81260438156,83,7
49,6355,1857.17401985019,76,27
41,7802,1686.85555226331,79,38
70,3829,2174.16807114313,77,7
49,5494,1605.55689458016,86,37
97,9831,9056.33533924209,97,0
86,4789,3749.34433543735,88,2
42,4527,1017.25370843731,83,41
32,3352,508.601577052693,74,42
98,8677,8135.91629030526,99,1
40,3460,719.637406648664,73,33
7,6758,390.008050024455,26,19
82,1018,747.716715579482,86,4
88,3826,3081.57298159411,88,0
63,4719,2204.85071335559,69,6
82,5873,4313.69378251306,83,1
71,3820,2224.5743094123,72,1
21,3260,319.371412664979,33,12
17,9309,779.819006352933,74,57
55,8660,3128.73038902168,82,27
71,5948,3463.81361057182,72,1
78,6089,4150.96400470839,88,10
67,7000,3669.92330600862,80,13
59,1128,465.360001381553,83,24
32,2100,318.634639561651,74,42
17,6336,530.769494494809,28,11
42,3875,870.744007111679,76,34
29,6322,851.140708698777,86,57
21,6816,667.740965866411,58,37
60,1484,632.089268905027,76,16
16,5784,466.149177855265,57,41
62,1017,460.996610165379,73,11
9,3085,191.057560698147,62,53
46,6752,1766.01307432935,61,15
21,6897,675.676267837535,58,37
84,4441,3371.98243439504,96,12
55,6921,2500.4553143671,74,19
97,7862,7242.48890622737,98,1
58,1854,740.462631126258,84,26
19,8351,756.300626246969,86,67
61,2129,935.739694158061,82,21
80,2739,1940.85427718647,88,8
4,2086,109.276819663893,71,67
46,6294,1646.22131069741,88,42
42,1031,231.674082924424,84,42
94,4439,3872.74887521205,98,4
88,1261,1015.64650543392,97,9
17,8821,738.939032660782,81,64
25,4474,513.541262805568,75,50
99,7676,7310.47619047619,99,0
72,4450,2655.97565723851,82,10
57,5601,2164.46684337861,73,16
86,8579,6716.564012052,86,0
67,9902,5191.36865372819,83,16
3,5082,258.684088274394,66,63
75,1862,1191.47641631145,78,3
46,6599,1725.99530176235,60,14
91,6296,5275.35119162835,98,7
39,5639,1128.0518562414,79,40
84,3318,2519.30594850771,86,2
80,9076,6431.24987942474,86,6
65,4780,2368.6542622664,80,15
67,7318,3836.64267905301,73,6
45,6725,1694.10967243734,82,37
16,8744,704.704082151873,82,66
42,5670,1274.0951020189,80,38
20,4129,388.895746348899,81,61
3,8691,442.389494528288,79,76
93,2531,2177.05026853392,94,1
51,4091,1285.13313732502,82,31
15,8929,692.461196084909,89,74
61,2321,1020.12767972798,79,18
29,5944,800.249979833206,91,62
15,1714,132.924010537522,62,47
43,1036,241.896342878973,81,38
15,9747,755.898676026387,70,55
69,6643,3675.42389962536,91,22
3,9550,486.114333534133,67,64
57,7646,2954.74263247149,61,4
87,5588,4438.52124599085,89,2
58,9113,3639.60947003969,77,19
72,5969,3562.58847147341,85,13
20,2937,276.625528463724,85,65
4,5830,305.409328207334,21,17
73,8070,4933.11189138926,76,3
78,8613,5871.61323247715,80,2
97,3446,3174.46155823703,99,2
85,1491,1149.92044702424,97,12
93,1583,1361.62409130351,97,4
55,3011,1087.82993087116,76,21
57,2248,868.723703609197,66,9
51,3264,1025.34210712023,79,28
11,8137,542.335309975686,59,48
74,2160,1351.39354916315,74,0
22,4225,430.582832890413,70,48
22,9712,989.779993616969,73,51
45,1020,256.950463328787,75,30
52,2120,690.088234992399,63,11
59,3960,1633.71064314801,73,14
40,6110,1270.80478457322,84,44
48,8030,2262.20643487733,83,35
39,8568,1713.98267499137,80,41
53,4128,1391.83382712681,72,19
31,6660,971.069293926715,66,35
3,9651,491.255438003971,45,42
49,4869,1422.90799412283,87,38
57,1566,605.169626268684,85,28
32,7380,1119.77316188809,63,31
20,1517,142.880805815277,80,60
91,4516,3783.90819272453,92,1
64,5715,2750.71949603693,89,25
39,7526,1505.5361358526,72,33
97,6607,6086.3805906187,99,2
52,1277,415.680507587403,78,26
82,4810,3532.92475632349,83,1
30,1332,186.623483740922,47,17
38,6862,1320.04318278529,57,19
52,9255,3012.62576172389,65,13
19,2831,256.386908502595,84,65
65,3363,1666.48206778282,74,9
54,9691,3383.06619670373,81,27
97,4654,4287.27338712569,99,2
45,5803,1461.84660656564,63,18
12,4116,284.793626725751,56,44
63,3620,1691.36672649868,80,17
23,5900,625.549505458551,77,54
86,2372,1857.05674747492,94,8
95,1276,1131.11577236442,97,2
46,8565,2240.21060154486,86,40
98,6585,6174.37003246054,99,1
2,9908,491.247484271213,83,81
52,3672,1195.28490513778,74,22
34,4801,788.727844993405,89,55
81,1831,1321.39704774437,92,11
36,7764,1380.56850652725,77,41
35,6400,1093.90754226812,69,34
75,1233,788.985188674553,89,14
17,8440,707.022495823263,67,50
22,9342,952.072147896389,72,50
50,1915,580.33070951991,91,41
31,1858,270.907920137513,76,45
8,8941,534.307457420379,84,76
4,4621,242.074872323514,78,74
28,7279,941.656173711626,81,53
81,9955,7184.32966154844,82,1
31,2962,431.877965256896,75,44
89,1717,1401.6765524532,89,0
71,9535,5552.70053409587,87,16
98,3273,3068.90100474463,98,0
85,4223,3256.95107161863,86,1
88,5010,4035.20142127195,92,4
47,9625,2613.10968242524,79,32
76,7088,4635.55534720879,84,8
65,4557,2258.15009898493,93,28
53,7134,2405.36398321769,81,28
2,3836,190.192304164753,60,58
67,8271,4336.27652342818,81,14
46,8220,2149.97444771731,72,26
5,9235,498.886804368089,75,70
17,7532,630.958938215736,47,30
50,1492,452.14277733875,84,34
20,4893,460.854174590739,76,56
90,3086,2552.53622543623,91,1
84,9506,7217.75839256007,93,9
70,3533,2006.09448820807,80,10
50,3028,917.619523982395,86,36
39,3585,717.160117862287,54,15
93,4198,3610.92731225025,93,0
69,5330,2948.97025214559,79,10
23,3086,327.194198956795,75,52
46,6276,1641.51333745423,80,34
34,7401,1215.86644049077,37,3
50,8105,2456.17775491325,57,7
14,9944,742.228378641951,65,51
27,3730,463.67134806561,84,57
5,2855,154.230842065067,85,80
32,9834,1492.12049783299,81,49
22,8738,890.516637584954,82,60
25,3475,398.872572250637,78,53
52,2974,968.076608899714,85,33
4,2361,123.682920051032,79,75
32,6657,1010.07180741044,64,32
34,2714,445.866980069174,75,41
68,8678,4675.31061334344,88,20
23,1356,143.770360915559,59,36
87,9413,7476.70015900356,92,5
52,6238,2030.55208013329,61,9
13,8793,631.805174508077,71,58
20,3043,286.609289450157,71,51
97,4083,3761.26713356988,99,2
62,1306,591.99761344738,73,11
47,1617,439.00242664744,55,8
38,2568,494.006250858732,69,31
66,8466,4316.48624615718,85,19
23,4011,425.267638371907,81,58
40,4852,1009.15627082639,77,37
72,3649,2177.90003893558,77,5
18,1996,173.834975944251,82,64
10,4126,265.022368628405,86,76
26,3736,446.259236751086,78,52
57,4170,1611.46701247791,71,14
51,9008,2829.74316817986,68,17
65,7211,3573.29830234373,73,8
98,7761,7277.03657128721,99,1
90,5491,4541.79404208371,92,2
65,4569,2264.09651135882,73,8
20,6719,632.838585545713,86,66
66,8052,4105.403644467,79,13
54,7803,2723.97745669995,72,18
13,1971,141.622654265373,84,71
33,5298,836.478417355062,78,45
15,4363,338.359076998372,72,57
5,6919,373.77344877345,87,82
43,3615,844.068802613405,91,48
92,3808,3232.22225800748,92,0
99,7246,6900.95238095238,99,0
73,6476,3958.71531705537,88,15
66,4863,2479.45577782452,71,5
79,9768,6791.41136709143,86,7
0,4056,262.148094337992,77,77
8,3247,194.03828590135,57,49
75,3464,2216.5812599908,79,4
9,4811,297.950704868325,56,47
8,1908,114.020649676556,69,61
83,8472,6328.87673772497,84,1
43,2832,661.245601383447,83,40
9,9989,618.630137378861,83,74
46,9301,2432.71439637697,53,7
18,7323,637.772309037952,71,53
93,8881,7639.029409265,94,1
6,5703,318.210424066114,86,80
79,1720,1195.86686644116,86,7
49,8490,2481.10266381245,89,40
62,4190,1899.28790225461,80,18
56,5968,2230.46954676766,81,25
88,4850,3906.33271320738,97,9
81,8462,6106.86063244831,91,10
29,2941,395.951411623395,70,41
14,5010,373.950540727693,85,71
29,6401,861.776601768566,57,28
23,7568,802.399772425477,77,54
59,1103,455.0461715637,74,15
34,6783,1114.33888202255,59,25
13,8426,605.435050654505,90,77
38,6349,1221.35735463477,72,34
78,5161,3518.33227595664,80,2
48,1769,498.361542129266,84,36
70,4346,2467.72902512093,95,25
47,7331,1990.3072292841,72,25
61,5916,2600.20480537299,66,5
78,4324,2947.73663267516,90,12
43,2496,582.792733422699,89,46
43,2680,625.755018258347,52,9
18,2295,199.875385667363,66,48
23,5522,585.471926973241,91,68
58,9336,3728.67266677171,62,4
69,9099,5034.27398203991,76,7
43,7526,1757.25084604937,55,12
13,8469,608.524738190482,88,75
7,7378,425.78860507257,87,80
89,4841,3951.96050694581,92,3
5,5364,289.770310625926,89,84
44,2451,594.513626123692,69,25
53,9773,3295.15309896082,74,21
37,8806,1628.78658116777,53,16
59,5584,2303.69702811578,87,28
28,3236,418.628847112354,83,55
12,2381,164.745778725465,88,76
46,7410,1938.11565177436,83,37
26,5095,608.589617571409,87,61
46,8434,2205.94701849729,62,16
62,2114,958.256473834426,84,22
69,7544,4173.92712611376,70,1
89,5308,4333.19693676272,90,1
67,6331,3319.1834929058,91,24
67,1333,698.858252415641,68,1
31,9388,1368.82860831592,81,50
11,8732,581.992371476919,65,54
32,6252,948.620841209259,69,37
91,4825,4042.81599421963,93,2
50,2430,736.39875933858,80,30
54,6572,2294.24321997079,64,10
97,7898,7275.65217265121,97,0
86,2451,1918.90644521966,88,2
45,5712,1438.9225946412,57,12
91,6903,5783.95001204106,95,4
71,6836,3980.93978511583,82,11
42,3524,791.871453177176,69,27
58,5344,2134.32162930891,80,22
28,8730,1129.36645095514,76,48
64,2666,1283.18778240323,90,26
99,1463,1393.33333333333,99,0
63,6378,2979.98259160457,65,2
63,8823,4122.35597455741,86,23
37,9901,1831.32136499456,68,31
58,5624,2246.14985838947,84,26
32,9139,1386.66760521616,78,46
51,6275,1971.20763547165,67,16
27,9674,1202.5620968329,69,42
77,1709,1141.52582573834,97,20
71,8855,5156.70301304866,82,11
57,7914,3058.30933735017,75,18
60,7449,3172.79849331102,60,0
33,6592,1040.78250796613,86,53
90,9481,7842.05960899575,97,7
43,7862,1835.70371401012,54,11
50,3285,995.502026513266,92,42
30,5377,753.359213269471,83,53
83,4037,3015.77849270487,83,0
44,3536,857.690812718635,69,25
80,5551,3933.43632444763,81,1
65,8392,4158.52438680745,81,16
95,3363,2981.14603641188,97,2
55,3567,1288.70453783376,91,36
9,2272,140.707545512541,46,37
23,9252,980.946444830935,73,50
99,3699,3522.85714285714,99,0
0,6518,421.272504658539,88,88
53,8572,2890.21307319065,88,35
61,1449,636.865578597948,91,30
50,7607,2305.26146596238,51,1
88,3424,2757.79035258187,96,8
44,5214,1264.70585336962,83,39
7,7535,434.849164979915,41,34
37,1252,231.574017672275,63,26
88,3324,2677.24741004151,93,5
43,7021,1639.3380534298,78,35
94,6261,5462.32951288638,98,4
8,6365,380.367628506958,72,64
86,2704,2116.9820595161,94,8
47,2890,784.611634515214,82,35
53,3178,1071.52323222117,87,34
74,4886,3056.90225981998,93,19
40,7680,1597.34545753229,75,35
79,6329,4400.37290564308,96,17
63,3762,1757.71315610166,81,18
13,6109,438.951189704293,79,66
76,8433,5515.18598236621,81,5
2,9269,459.565293874634,77,75
51,1766,554.765368006842,72,21
68,9993,5383.77263875789,69,1
94,8396,7324.9830043434,94,0
17,1956,163.854976520178,74,57
64,8309,3999.25254463182,65,1
38,3994,768.325921312218,90,52
57,3441,1329.75011749077,90,33
58,6789,2711.43516867107,76,18
52,4003,1303.02981352574,74,22
40,9979,2075.50915634307,78,38
36,2535,450.765219480497,76,40
48,6276,1768.07068309965,88,40
20,3700,348.489770281164,83,63
13,6153,442.112730438781,68,55
18,3838,334.25783450603,61,43
5,7501,405.213851604227,79,74
78,6632,4521.13537185516,80,2
97,1600,1473.92295217041,98,1
76,8305,5431.47392192,89,13
61,7239,3181.69076844068,80,19
85,5742,4428.46626882173,87,2
25,2698,309.685812930135,65,40
97,8925,8221.72646757559,97,0
16,2651,213.651706516996,78,62
16,3242,261.282094503245,63,47
14,7525,561.672219356465,77,63
3,9548,486.012529485226,70,67
5,9298,502.290146942555,66,61
74,2705,1692.37016226219,84,10
76,6901,4513.25725890066,93,17
12,5374,371.836965506361,83,71
36,3133,557.099578947691,58,22
89,1904,1554.33439479959,90,1
28,6517,843.079170776023,71,43
84,7063,5362.82637562085,95,11
53,1379,464.956116184076,78,25
31,6962,1015.10276641408,72,41
8,9564,571.537470391288,30,22
50,6346,1923.12202747433,79,29
99,6972,6640,99,0
53,4505,1518.94655794725,64,11
96,6036,5454.13712944577,96,0
87,5606,4452.81855852268,91,4
87,9411,7475.11156872224,93,6
74,4571,2859.82403390035,96,22
6,8491,473.772525117548,85,79
46,2641,690.764296401631,75,29
7,6399,369.289954440143,78,71
63,6652,3108.00316703569,82,19
55,5627,2032.95218233545,81,26
92,4807,4080.17132201732,95,3
15,5017,389.078040178966,24,9
50,1552,470.325462754517,69,19
74,9603,6008.07048732118,79,5
28,3394,439.068698114749,48,20
69,9938,5498.47398983544,81,12
63,1410,658.792012255009,82,19
96,8424,7611.93690829211,98,2
42,6437,1446.44623839429,82,40
81,2368,1708.93949156672,88,7
4,2666,139.660595025858,87,83
44,8439,2046.960624585,78,34
72,4012,2394.55603075077,79,7
33,2947,465.289146082554,73,40
21,1099,107.665393410679,89,68
93,4645,3995.4162375899,94,1
86,6511,5097.51116475936,87,1
30,3345,468.660325160197,87,57
16,7139,575.352520869421,82,66
14,2118,158.089270511228,70,56
26,8119,969.801590787492,79,53
21,9100,891.4968881139,45,24
77,2286,1526.93273120998,82,5
33,2748,433.869892580542,46,13
77,7872,5258.09906390418,88,11
36,9268,1648.00475508688,83,47
4,3388,177.483156769545,51,47
64,3531,1699.52590385064,71,7
62,2518,1141.38590402795,74,12
79,9661,6717.01732365584,79,0
20,3166,298.194219651396,85,65
8,7671,458.413209470051,77,69
17,7498,628.110743327349,69,52
74,5011,3135.10790502618,84,10
2,4830,239.47571144832,83,81
71,3018,1757.53017429485,85,14
47,3792,1029.49734189678,92,45
17,1546,129.50909698374,74,57
85,1271,980.247409904635,90,5
74,9832,6151.34322933894,75,1
74,4085,2555.76048533865,85,11
32,1420,215.457708655974,78,46
69,2613,1445.71468458845,75,6
67,6649,3485.90286595019,91,24
45,4924,1240.41576610877,82,37
35,4975,850.342191059983,92,57
25,8927,1024.67207265653,69,44
51,5040,1583.24884187683,58,7
12,3253,225.081066020133,74,62
35,8907,1522.41163734096,71,36
63,5678,2652.9227273645,87,24
30,3565,499.484023675965,63,33
78,3792,2585.06413300283,90,12
33,5546,875.634069960584,86,53
66,5864,2989.82699592082,88,22
77,1393,930.453759656825,78,1
98,3085,2892.6243811907,98,0
14,5234,390.670085862025,61,47
6,4209,234.849671207132,82,76
21,3450,337.98508395527,80,59
82,2286,1679.05737899283,88,6
65,1729,856.778916204729,82,17
98,2506,2349.72988630921,99,1
76,6016,3934.46684097179,79,3
67,4285,2246.51733803528,79,12
1,7308,353.946750166293,44,43
12,3825,264.658800346452,84,72
61,8119,3568.46903563612,69,8
32,4453,675.657166651445,74,42
91,4480,3753.74417701636,94,3
35,2188,373.979641012913,42,7
59,3042,1254.98681223642,91,32
11,7149,476.484592726579,64,53
3,7208,366.90179226325,68,65
25,2992,343.432154294649,43,18
48,7126,2007.53213635565,74,26
88,5808,4677.93410274401,91,3
77,6161,4115.23733901342,83,6
84,1341,1018.20050540954,84,0
86,6480,5073.2410302013,92,6
72,3617,2158.80088814196,86,14
2,5346,265.059452050253,84,82
50,2639,799.735113536837,80,30
35,9013,1540.52948100977,56,21
42,5438,1221.96281565763,77,35
27,8471,1053.01876393131,65,38
3,3486,177.444457246072,74,71
98,5035,4721.02552975533,98,0
59,2964,1222.80766320472,87,28
89,2219,1811.48530570393,93,4
62,9051,4102.73384327123,88,26
41,5162,1116.06618313038,74,33
87,9266,7359.93877332699,97,10
34,5724,940.36204639497,50,16
99,7790,7419.04761904762,99,0
27,9331,1159.92422219845,61,34
36,5063,900.285722378602,86,50
73,2611,1596.07870488443,85,12
72,8302,4955.03593402116,84,12
36,7451,1324.91189362887,62,26
53,5268,1776.20654101357,90,37
0,5656,365.559571394399,84,84
28,7896,1021.47508553744,55,27
39,9342,1868.81724437085,71,32
81,3098,2235.76627739599,93,12
24,6641,732.584680678572,79,55
88,3632,2925.31967306581,88,0
97,1083,997.661598250349,97,0
99,1166,1110.47619047619,99,0
49,4876,1424.95366180795,67,18
5,3727,201.337425000527,69,64
69,2997,1658.17332939594,84,15
19,1560,141.279963710367,20,1
80,1524,1079.90577525819,94,14
4,6701,351.03737706987,75,71
60,1020,434.454888330949,75,15
25,8153,935.829663758113,88,63
77,2607,1741.34454517254,79,2
11,1364,90.9113140969442,61,50
0,5151,332.920323948471,85,85
0,2144,138.571379255586,62,62
2,7592,376.418136918354,2,0
0,8892,574.709283740983,82,82
73,4872,2978.2058407495,83,10
59,3005,1239.722344106,79,20
63,2951,1378.79094196066,89,26
47,2382,646.693741666173,79,32
87,5904,4689.51851043844,89,2
18,8999,783.737950161482,74,56
15,8830,684.783554869498,72,57
18,8849,770.674199464268,85,67
98,1357,1272.37967107805,99,1
33,2714,428.501778916882,78,45
40,7518,1563.65145178747,76,36
46,9499,2484.50210205191,58,12
91,1104,925.02981505046,93,2
14,3804,283.933703977673,60,46
73,7082,4329.15717655747,91,18
58,1169,466.882856411324,79,21
76,1378,901.212650741212,84,8
90,2047,1693.14376327542,95,5
3,6593,335.59704722414,53,50
6,2369,132.183148275053,74,68
24,4869,537.111099265768,79,55
64,2725,1311.58541149617,82,18
11,6885,458.888854514268,78,67
38,2409,463.419415233133,69,31
79,3277,2278.404489144,88,9
39,3355,671.149845307663,84,45
46,1470,384.484481526087,85,39
21,1753,171.735609325678,71,50
41,5787,1251.19624211071,90,49
29,4547,612.169693523148,90,61
9,3949,244.566063921226,80,71
40,3525,733.156606484549,84,44
36,7214,1282.76934648217,83,47
65,1140,564.909175519602,84,19
26,2664,318.210547833216,78,52
71,7418,4319.86707518859,71,0
92,5896,5004.51219359562,93,1
89,2673,2182.10915824543,92,3
70,3814,2165.65082876466,75,5
93,1655,1423.55519337164,93,0
57,7850,3033.57698991646,70,13
87,9245,7343.2585753732,87,0
1,1367,66.2076091238811,61,60
50,9314,2822.55886604096,83,33
76,2775,1814.85131045491,80,4
25,8388,962.803780154919,71,46
67,1636,857.713504090014,81,14
54,3224,1125.47780602341,83,29
71,9333,5435.06597637302,78,7
95,6785,6014.59288048011,96,1
49,1031,301.297626194421,82,33
47,8906,2417.90699549914,87,40
81,2838,2048.12933997735,94,13
44,1574,381.788840276904,85,41
80,3271,2317.82925910074,81,1
48,3438,968.551148581354,72,24
